,ID,text,anger,disgust,fear,joy,sadness
1373,2018-Ar-03533,لطالما اشتقت لأمي (طبيعي هذول 4 سنين غربة) بس الفترة هاي أول مرة أكون محتاج لوجودها جدا,0,0,0,1,1
3182,2018-Ar-03776,اول قالوا يحربوا المد الشيعي وذلحين يحربوا الارهاب كذابين هذا وهم اخدام الحرمين على قولتهم الله يشلهم كلهم انجاس,1,1,0,0,0
2535,2018-Ar-03935,صارلي يومين داشه بحالة توتر :),0,0,1,0,0
1518,2018-Ar-01070,خوف مستمر من الاستغفال والخذلان,0,0,1,0,0
1006,2018-Ar-00575,@iRona07 عشان كده العرب كانو بيشوفو ان اللي عيونهم ملونه نذير شؤم\nتحسي عينه فيها غدر وشر,1,0,0,0,1
3613,2018-Ar-00324,تبحث في قوقل عن خفقان القلب و ضيق النفس تطلع منه محتاج قسطرة 🤦 🏻 ‍♀️ اعوذ بالله احيانا الجهل نعمة,1,1,1,0,1
1385,2018-Ar-00555,ودي أخالفك في الرأي لكن أخاف أصير أخونجي في نظرك لكن أنا اتفق معك,0,0,1,0,1
2248,2018-Ar-03946,القلب ما يسكنه غير الهم و بوح و بكى #الهم من الحياه ما ينتهي و #بوح يهز و يزلزل عرش الضلوع و #البكى دمعه تنزل و لاحد يمسحه في نهايه انا راضي,0,0,0,0,1
1105,2018-Ar-00800,حب الخير يجلب السعادة من حيث لا تدري ولو كان في ابسط الامور اقلها الإبتسامه ^_^ ستجد نفسك سعيد مسرور بذلك,0,0,0,1,0
1659,2018-Ar-01236,لو كان ألجمٰال صوت لتغنى بك #انتصار,0,0,0,1,0
125,2018-Ar-00836,#عوده_اخطر_معلمين_في_العالم\nوعليكم السلام ايوه صباح الانشكاح,0,0,0,1,0
933,2018-Ar-01781,عندي دموع زايده قلت اطلعها بس,0,0,0,0,1
1846,2018-Ar-03191,انت حد كويس ياض 😃\nقالك الدنيا مش كده 😏\nEmad A. Adel,0,0,0,1,1
2423,2018-Ar-02876,يعني من كلام الشنار إيش الشيء اللي تستنتجه إنه فيه رعب وتخويف وقتل ومصاصي دماء وكهوف ولو فتحت البزبوز بتغرق من الدم,0,0,1,0,0
3788,2018-Ar-00536,وأدى واحد قاعد جنبي عنده امتحان بكره لا متأكد من حله ولا حاجه واخر ماتوصل اليه انه كدا اتدمر خلاص 😂 😂 #بؤس,0,0,0,0,1
2863,2018-Ar-02545,لا يهمك التوقيت ؛ بينك وبيني ،،\nصبحي و مسائي معك وين ما رحت ،\n\nأنت أجمل ايامي ؛ وبهجة سنيني ، \nفديت وجهك كل ما اصبحت وامسيت\n\nصبحتك #بالفرح,0,0,0,1,0
1551,2018-Ar-03369,هو دة أللى أنتوا شاطرين فية يا عار مصر جتكم خيبة جبتوا العار لمصر التفريط فى الآرض خيانة #تيران_صنافير_مصرية,1,1,0,0,0
2534,2018-Ar-03877,فكرة ان البنت تشتم او تقول كلام مش كويس بحجة إنهم open minded فكرة مقززه جدا والموضوع ده انتشر جدا وبقا مقرف,1,1,0,0,0
595,2018-Ar-01376,@ttrraaf ماجد المهندس افادنا بأخلاقه الطيبة وحسن سلوكه انتي تستصغرين منه على اي اساس مع احترامي على الاقل ماهو مهرج 😘,1,0,0,1,0
299,2018-Ar-01677,@Mobily @3bouabid ياخي ردوا علينا عطونا وجه تعالوا خاص اي شيء بس ردوا  😠,1,0,0,0,0
1501,2018-Ar-00815,قدام المستشفي ست متسوله موجوده كل يوم الصبح اول ما الجو بقي حر و الشمس بقت شديده لبست نقاب \n😠,1,1,0,0,0
2000,2018-Ar-01031,قرب العيد ومعاي اصحاب يشبهون نعيم الجنة كل عام وانتي معاي وكل عام وانتي فرحتي❤️,0,0,0,1,0
486,2018-Ar-02598,أن تحبيني أنتِ مخيره لا مجبره 😁 \nأن تحترميني فأنتِ مجبره لا مخيره 😀 .,0,0,0,1,0
3221,2018-Ar-00699,أسوء لحظه \nلما تبقى مخنوق ومتلقيش حد تفك نفسك معاه - يشعر بـالوحدة,0,0,0,0,1
3520,2018-Ar-01127,يقولو اذا كان معك حبيب حياتك تكوون سعيده وتكةن حياتك اقل حزن وقلل 😍 😍 😂 😭,0,0,0,1,0
898,2018-Ar-02880,متوترة ما أبغى أسوي هالتكليف لأني اذا خلصته بس بيبقى لي الفاينالز بعدين بتخرج خلاص 😌,1,0,1,0,0
2972,2018-Ar-00075,يقهر صرراحة وين المتعه من تخوف هذا الكائن اللطيف اكرره هذا النوع من المقاطع متى صار تخويف الناس ممتع من جد قهرني 😤,1,1,1,0,1
3450,2018-Ar-00016,ذاك الضياع في عين أخي،الأيادي المرتجفة التي تضع الكفن،القبلة التي رسمتها على جبينك،والقراءن الذي رددته في أُذنك،لا يمكنني نسيانه يا أبي💔.,0,0,0,0,1
2098,2018-Ar-02154,وقفت تقديرا لها يوم مرت جابتلي الفرحه وانا كنت مهموم,0,0,0,1,1
1301,2018-Ar-00024,خلوني اليوم انا حزينه :(,0,0,0,0,1
2872,2018-Ar-01164,تشوف فرحه الناس بابوتريكه وهتاف الجماهير اد ايه انت عظيم يا تريكه ❤\n#امير_القلوب👏💖\nحب الناس هو اكبر رد علي كل جاهل وكل مختل دمت لنا اسطوره❤,0,0,0,1,0
2550,2018-Ar-03936,#مرحبا_بترامب_بدوله_الحزم الزيارة كلها مقابل ٧٥ مليار مافية مشكلة فلوس وسخ دنيآ لكن تكفى طالبك جب بنتك معك والله انها ثقة الثقة شقراء❤️ 😍,0,1,0,0,1
1905,2018-Ar-04107,لم نعد نخاف من #الموت فالحياة أصبحت #أرعب من الموت يسعد صباحكوو 🤐 - يشعر باليأس,0,0,1,0,1
577,2018-Ar-00006,لو إللى باقى من عمرى هعيشه #حزين مش عاوز أعيش عمرى ولو ليومين 😢 ن H ونى 😢,0,0,0,0,1
1208,2018-Ar-03902,": صباحكم عيد سعيد وأمنيات محققه من الله ولمه عائليه لا تفترق أبدا صباحكم صوت تكبيرات صلاة العيد وبهجة وفرح تملئ مباسمكم """,0,0,0,1,0
1435,2018-Ar-01868,ابتسم هناك شرفه للأمل عش بيقين وانفث عن صدرك الأنين استيقظ ولا تخف لديك رب عظيم ستتحقق الأمنيات يوما بالتأكيد 💭 💗 #ظني #فيك #جميل,0,0,0,1,0
3339,2018-Ar-00453,انا من موقف وصار عندي فوبيا مشكله ودي اسافر بس الفوبيا ذبحتني#فوبيا_الطيران,0,0,1,0,1
1236,2018-Ar-01074,دايما الشب يلي بكون هادي قدام الناس هو الي بكون رئيس العصابة مع صحابه 😜😛\n#بهجت_الاباصيري\n#مرسي_الزناتي,0,0,0,0,0
2597,2018-Ar-04106,انا نفسي في دكتور نفسي زي #بهجت كده 😂😂😂😂😂 \nفينك من زمان ولا كنا خدنا مهدئات ولا اي بلا ازرق @AkramHosny \n#ريح_المدام,0,0,0,1,0
1573,2018-Ar-03632,بس برضو لازم يكون ذرة شفقة,1,0,0,1,0
1823,2018-Ar-02520,ميهمش اصل ساعت #الضيق\n\n#بتعرفك مين بايعك ومين شاريك😗😗,0,0,0,0,1
3150,2018-Ar-01728,هما اللي بيعت علي صراحة ربنا يفرح قلبك بتبقي من قلبكو بجد اصل بقالي يومين قلبي فرحان بزيادة ومش عارفة المه 😭 😭 💔,0,0,0,1,1
1668,2018-Ar-04224,البنات اللي بكتبوا بالبيو عصبيةة و مزاجية و عنيدة...، ع شو فرحانة بالزبط !!,1,1,0,0,0
2659,2018-Ar-02178,تعيش عمرك وين ماكنت مسرور والله يحقق يا الغلا دوم مسعآك,0,0,0,1,0
2730,2018-Ar-00664,سيحاسبني الله على ما اسببه لعائلتي من ذعر وخوف 🌚,0,0,1,0,1
2320,2018-Ar-03103,دمو خفيف كان كلش 😂 😂,0,0,0,1,0
2931,2018-Ar-03372,من شدة الاستياء مش عارفة أنام و هذه أعلى درجات البؤس لو تعلمون .,1,0,1,0,1
2276,2018-Ar-01903,استغرب بعض المشجعين من كمية الاحباط بداخلهم ثق بفريقك ودع الاقدار تصنع ما تشاء هالا مدريد فالهزيمه قبل الانتصار,0,0,0,1,0
422,2018-Ar-02878,"#سعادة الانسان هي الشكر و الصبر و الاستغفار ""أسأل الله أن يسعد قلبي وقلوبكم بما تتمنون❤",0,0,0,1,0
1794,2018-Ar-02445,هاذا حظي من على الدنيا وعيت \nكلما اضوي شمعه بدربي انطفت \nمن جميع الناس ياربي وفيت \nليه بس الدمعة هي اللي معي وفت ؟!,1,0,0,0,1
932,2018-Ar-00551,ربّنا .. جدّد فينا روح التفاؤل والأمل\n ولا تجعلنا ضُعفاء أمام ظروف الحياة\n أزرع فينا الطاقة الدائمة  \nوحبّب لنا أيّامنا كيفما كانت يا الله،,0,0,0,1,0
2229,2018-Ar-01089,مين ف كل الدنيا ديا عمره مره م اشتكى 👌 😭,1,0,0,0,1
2781,2018-Ar-03506,امتى هيخلص كابوس الثانوية العامة في مصر وحالة الذعر والخوف والقلق اللي بتبقى فيها البلد الفترة دي ولا كأن القيامة هتقوم,1,0,1,0,0
1039,2018-Ar-02929,#اعتذار_رده_الحارثي_للهلاليين يلعن ابو الرخامه طيب لا تهايط من الاساس عشان ما يندعس عليك,1,1,0,0,0
3459,2018-Ar-00026,@Zezeofficial93 @AElnagar207 باقي عشر دقايق \nاه مانتي فاطرة 😠,1,0,0,0,0
3058,2018-Ar-04036,@Uber_KSA كتبت المشكله اكثر من مره ايميل وبالبرنامج وبتويتر وبعدين يجيني ايميل من فضلك ارسل المشكله !!!!!,1,0,0,0,0
2743,2018-Ar-02273,اساتم الى الشعب السعودي من خلال اعلامي منبوذ ولايمثل الشعب لهتافاته المحرضه ومحاربته لشبابنا وتحريضه لانقسام مكه عن المملكه,1,1,0,0,1
2899,2018-Ar-03539,تنهيدة صبر داخلها ألف كلمه وألف فقد وألف حاجه م تنوصف 💓,0,0,0,0,1
2367,2018-Ar-00498,#أزعجتني تصرفاتهم وقتلت ماتبقى من شعور بقلبي لهم,1,0,0,0,1
3714,2018-Ar-01390,#ابق_الوعي_حيا عايشين في غيبوبه بعد صدمة القرارات,1,0,0,0,1
3604,2018-Ar-01403,المشكلة الكلام اللي ابي اقوله فيه، ما ينفع أقوله وأنا صايم. \n#للأسف \n\n #العجلان_يكفر_المسلمين,1,1,0,0,1
1197,2018-Ar-03721,ياخي في رمضان كل واحد يفطر في بيته كل واحد يفطر في بيته ايش كل واحد يفطر في بيته خلاص ياخي افهموا💔👊👊😠,1,1,0,0,0
3123,2018-Ar-02541,نجمه متألقه وجميله اتمنى لك التوفيق 👍 💛,0,0,0,1,0
3307,2018-Ar-04359,اذا كانت اللحية رمزا للوقار فالماعز خير مثال 🐐 #لحية #نفاق #كذب #حقد #ارهاب #كراهية #رمضان,1,1,0,0,1
227,2018-Ar-00234,لأول مرة أشعر بأنني وحيد وبأنني أملك مصيري بيدي شعور بالفزع انتابني حين شعرت بأن لا ملجأ إلي سواي,0,0,1,0,1
2709,2018-Ar-02172,طيب بخصوص لشعرات ماخلصهون 😍 😍 😂 😂 😍 #تركا_علينا #القمر_عنا #فرحة_رمضان #محمد_قيس #mk_bdy,0,0,0,1,0
547,2018-Ar-03613,"حاليا متنرفزة من اللي عمينتقد اللي مو فرحان بالعيد اكتر من النفسية ""اللي مو فرحان بالعيد"" ذات نفسه خلص فهمنا اقسم بالله",1,0,0,0,0
573,2018-Ar-02706,مو خايفه من المسائل قد خوفي من البلاوي الثانيه 🌚,1,0,1,0,0
1707,2018-Ar-04331,حلمه قد اصبح كابوس,0,0,1,0,1
3314,2018-Ar-00958,انا عن اهل الحكي والوقت وإزعاجه:\nيا كبر عقلي، ويا صبري ، ويا طيبي,1,0,0,1,0
273,2018-Ar-01457,للأسف أصبح الطلاق في مجتمعنامن أسهل الأمورفلايهمه مصلحة الأسرة ومصلحة الأطفال بقدرمايكون همه حرق قلب امرأة شاركته عمرها #قسوة,1,1,0,0,1
2011,2018-Ar-03155,كل ما تبئى طيب وغلبان وبتخاف على مشاعر الناس كل الناس دول حيدوك على أفاك,1,1,0,0,1
3680,2018-Ar-01645,أخبار متخلفه وراها ضرائب ومصايب #قيادة_المرأة_للسيارة لن تأتي ابدا إلا بعد عشر سنين من الآن مجرد إزعاج,1,1,0,0,1
558,2018-Ar-00203,وجع بطني مب وقته ابد :( (,1,1,0,0,1
1555,2018-Ar-01866,اليوم حلمت اني إضحك ع سين من الناس وصحيت بالضحكه 😄 😄 المشكلة اني يوم صار سعيد هه 🏃,0,0,0,1,0
1550,2018-Ar-03006,بس والله مبسوط جدا بالحفلة وانتو البنات الله يعينكم القلب معاكم والله مدري وين الغلط في حضوركم,0,0,0,1,0
3565,2018-Ar-00686,@h_s_0_4 @ibraasiri2 @M_tmemi وان خافو هذي مو مسأله بسيطهه فقدان البنت  يدل على اشياء كثير البنات لازم ينضغط عليهمم 😪الله يصبر اهلها يارب 💔,1,0,0,0,1
2921,2018-Ar-03108,#علاقتك_مع_الجوال للأسف علاقه قويه لا أكاد اتركه الا وقت النوم او الصلاة فقط #محزن هذا التمسك بالجوال وغير راضي عن نفسي بس وش أسوي :(,1,0,0,0,1
1396,2018-Ar-03558,مانشرته جريدة ديل شبيغل الألمانية حول الأعمال الوحشية المروعة التي يقوم بها #الروافض في ما كانت تسميهم #الدولة_الإسلامية رعية #المسردب فضيعة,1,1,0,0,0
2030,2018-Ar-03323,@WadhaMa3yoof ضحكتج هذي تقول : أنطرني ، خل اروح انا بالاول بعدين اشوف موضوعك,0,0,0,0,1
